ID,D_ID,U_ID,Speaker,Utterance,Emotion,Label
398,30,4,Rachel,"No, I don’t see it!",anger,1
399,30,5,Ross,"Come on! Come on! Here, okay-okay, you see this?  This tiny thing that looks like a peanut?",joy,0
400,30,6,Rachel,Yeah.,neutral,0
401,30,7,Ross,Sweetie that’s it.,joy,0
402,30,8,Rachel,"That’s it? Well I saw that! Ohh-ohh-oh, thank you.",joy,1
403,30,9,Ross,You’re welcome.,neutral,0
404,30,10,Rachel,Wow! I can’t believe that’s our baby.,surprise,0
405,30,11,Ross,"Yeah, that’s our baby.",joy,0
406,31,0,Chandler,Hey!,joy,0
407,31,1,Monica,Hey!,joy,0
408,31,2,Chandler,Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!,joy,1
409,31,3,Monica,"Hey, check me out, I’m a slut!",joy,1
410,31,4,Chandler,"So you uh, want to do something tonight?",neutral,0
411,31,5,Monica,Oh I can’t. Dr. Roger is coming over again.,neutral,0
412,31,6,Chandler,Oh.,neutral,0
413,31,7,Chandler,Oh right!,surprise,0
414,31,8,Chandler,Right!,surprise,0
415,31,9,Chandler,"Because you’re still seeing him and uh, he’s a good guy.",sadness,0
416,31,10,Chandler,"I mean, I remember a time when",sadness,0
417,31,11,Monica,Are you okay?,neutral,0
418,31,12,Chandler,"Yeah! Totally! Totally, and you?",joy,0
419,31,13,Monica,"Great! It’s so amazing! I mean, last time Dr. Roger came over, I was",joy,0
420,31,14,Chandler,I bet he can.,neutral,0
421,31,15,Monica,"Y’know, I don’t have an appointment, but I sure could use a physical.  Are you sure you’re okay?",neutral,1
422,31,16,Chandler,"Oh yeah! Yeah! Don’t worry about me, I’ll be fine!",sadness,0
423,32,0,Chandler,"So, you stole my joke, and you stole my money.",anger,1
424,32,1,Ross,"Well, I was going to stick it in the ATM, but now I think I’ll show the sexy teller that I am a published writer.",neutral,0
425,32,2,Chandler,"Well, she is going to know that you stole the joke.",anger,0
426,32,3,Ross,"Oh, what are you going to do, follow me down there?",anger,0
427,32,4,Chandler,Yeah!,anger,0
428,32,5,Ross,"Well, I’m not going to go now anyway .",neutral,0
429,32,6,Chandler,Okay .,neutral,0
430,32,7,Gunther,Here you go.,neutral,0
431,32,8,Joey,"Ah, Gunther, I can’t pay for this right now because I’m not working, so I’ve had to cut down on some luxuries like uh, payin’ for stuff.",neutral,1
432,32,9,Gunther,"Well, if you want, you can work here.",neutral,0
433,32,10,Joey,"Uh, I don’t know.",neutral,0
434,32,11,Joey,"Ya see, it’s just, see I was a regular on a soap opera y’know?",neutral,1
435,32,12,Joey,"And to go from that to this, I just… Plus, I’d have to wait on all my friends.",sadness,0
436,32,13,Gunther,"Okay, but the money’s good, plus you get to stare at Rachel as much as you want.",neutral,1
437,32,14,Joey,What?!,surprise,0
438,32,15,Gunther,Flexible hours.,neutral,1
439,32,16,Joey,Maybe I could be a waiter. Could I use the phone?,neutral,1
440,33,0,Chandler,I have no name.,neutral,0
441,33,1,Phoebe,"All right, so, what are we supposed to call you?",neutral,0
442,33,2,Chandler,"Okay uh, for now, temporarily, you can call me, Clint.",neutral,1
443,33,3,Joey,No way are you cool enough to pull of Clint.,disgust,1
444,33,4,Chandler,"Okay, so what name am I cool enough to pull off?",surprise,0
445,33,5,Phoebe,"Umm, Gene.",neutral,0
446,33,6,Chandler,It’s Clint. It’s Clint!,anger,0
447,33,7,Joey,"See you later, Gene.",neutral,0
448,33,8,Phoebe,"Bye, Gene.",neutral,0
449,33,9,Chandler,It’s Clint!,anger,0
450,33,10,Joey,What’s up with Gene?,surprise,1
451,34,0,Rachel,Come on Joey!!!,anger,0
452,34,1,Joey,"Rach, I told you everything I knew last night!",anger,0
453,34,2,Joey,"Look, it's not that big of a deal, so Monica and Chandler are doing it.",neutral,0
454,34,3,Rachel,I can't believe you would say that!,sadness,0
455,34,4,Joey,Sorry. Monica and Chandler are making love.,neutral,1
456,34,5,Rachel,No! I mean come on! This is a,anger,0
457,34,6,Joey,I don't know.,neutral,0
458,34,7,Rachel,Is he romantic with her?,joy,0
459,34,8,Joey,I don't know.,neutral,1
460,34,9,Rachel,Are they in love?,joy,0
461,34,10,Joey,I don't know.,neutral,1
462,34,11,Rachel,You don't know anything.,anger,0
463,34,12,Joey,"Ohh, I know one thing!",joy,0
464,34,13,Rachel,What?,joy,0
465,34,14,Joey,They did it right there on the couch.,neutral,1
466,35,0,Joey,"So you see, Molly, what people don't understand is that acting    is a discipline. It takes a lot of hard work.",neutral,0
467,35,1,Molly,So where did you study?,neutral,0
468,35,2,Joey,"Oh, I didn't go to college.",neutral,0
469,35,3,Molly,"No, where did you study acting?",neutral,0
470,35,4,Joey,Molly ... people don't study acting ...,neutral,1
471,35,5,Ross,"Molly, ah, do you mind giving us just a minute?",neutral,0
472,35,6,Molly,"Sure, I'll go check on Emma.",neutral,0
473,35,7,Ross,Thanx.,neutral,0
474,35,8,Joey,Will the stable boy never get the princess??,sadness,1
475,35,9,Ross,"What do you think you're gonna do, have sex with her right here    on my couch?",disgust,0
476,35,10,Joey,No ... the leather sticks to my ass.,disgust,1
477,35,11,Joey,"You know, this isn't fair.",anger,0
478,35,12,Joey,What makes you think that I'm just gonna sleep with her and then blow her off?,anger,0
479,35,13,Joey,Huh?,anger,0
480,35,14,Joey,"Can't you guys open your minds to the possibility that I actally like her,    and might want something real?",anger,0
481,35,15,Joey,"Look, the truth is, I haven't felt this    way about anyone since Rachel, ok?",sadness,0
482,35,16,Joey,I didn't think I could ever love again.,sadness,0
483,35,17,Ross and Chandler,Come on! Joe!,joy,1
484,35,18,Woman,"Hi, is Molly here?",neutral,0
485,35,19,Ross,"Yeah, come on in. Molly?",neutral,0
486,35,20,Molly,"Hey! Guys, this is Tabatha .  I'll see you tomorrow.",neutral,1
487,35,21,Ross,"Ok ...  Well, uh, Joey, I guess    we have no problem.",neutral,0
488,35,22,Joey,"It's like my favorite fairy tale come true!  The princess, the stable boy and the lesbian!",joy,1
489,36,0,Joey,"And what’s cool is, the character is from Naples, right?",joy,0
490,36,1,The Director,Yeah.,neutral,0
491,36,2,Joey,My whole family’s from Naples!,joy,0
492,36,3,The Director,"Oh that’s great! Okay, well I’ve heard everything I need to hear. I just need to uh, Leslie",surprise,0
493,36,4,The Casting Director,"Joey, this is the awkward part.",joy,0
494,36,5,Joey,Oh!,surprise,0
495,36,6,Joey,Hey right!,surprise,0
496,36,7,Joey,Not a problem.,neutral,0
497,36,8,Joey,I totally understand.,neutral,1
498,36,9,Joey,You need to y’know make sure I don’t have any horrible scars or tattoos.,neutral,0
499,36,10,Joey,Don’t you worry. I have nothing to hide.,neutral,1
500,36,11,Joey,"So there you go, that’s me.",neutral,0
501,36,12,Joey,One hundred percent natural!,joy,0
502,36,13,Joey,"I tell ya, that has never happened before.",fear,1
503,37,0,Nurse,This room’s available.,neutral,0
504,37,1,Rachel,Okay!,joy,0
505,37,2,Rachel,Okay wait!,anger,0
506,37,3,Rachel,You listen to me!,anger,0
507,37,4,Rachel,You listen to me!,anger,0
508,37,5,Rachel,"Since I have been waiting four women, that’s four, one higher than the number of centimeters that I am dilated, have come and gone with their babies!",anger,1
509,37,6,Rachel,I’m next!,anger,0
510,37,7,Rachel,It’s my turn!,anger,0
511,37,8,Rachel,It’s only fair!,anger,0
512,37,9,Rachel,And if you bring in one woman and she has her baby before me I’m going to sue you!,anger,1
513,37,10,Rachel,"Not this hospital, I’m going to sue you!",anger,1
514,37,11,Rachel,And my husband  he’s a lawyer!,anger,0
515,37,12,Ross,Uh Rach,neutral,0
516,37,13,Rachel,Go get back on that case honey!,anger,1
517,37,14,Nurse,I don’t think the next patient is very far along.,neutral,0
518,37,15,Rachel,"Okay, well then bring her in.",neutral,1
519,37,16,Woman,OH….MY….GAWD!!!,surprise,1
520,38,0,Joey,"Ross-Ross-Ross-Ross! Stay away from that guy , and that guy . And that one—Dude! They’re all huge!",fear,1
521,38,1,Ross,They don’t look any bigger than me!,neutral,0
522,38,2,Joey,"Well, maybe that’s because you’re closer to you. So you look bigger to you from where you are.",anger,0
523,38,3,Emily,I’m just going to say hi to the lads. All right?,neutral,0
524,38,4,Ross,All right.,neutral,0
525,38,5,Emily,Okay.,neutral,0
526,38,6,Phoebe,Hi.,neutral,0
527,38,7,Phoebe,Whoa!  I kinda liked it.,joy,1
528,38,8,Ross,"Okay, I know what I have to do. I’ve got to go Red Ross.  Y’know, Red Ross!",anger,0
529,38,9,Joey,I totally don’t know what you’re talking about.,neutral,1
530,38,10,Ross,Come on! The time we were all waiting in line for,anger,0
531,39,0,Ross,Lucky sixes....,neutral,0
532,39,1,Rachel,"Everybody, this is Paolo. Paolo, I want you to meet my friends. This is Monica.",neutral,0
533,39,2,Monica,Hi!,neutral,0
534,39,3,Rachel,And Joey....,neutral,0
535,39,4,Monica,Hi!,neutral,0
536,39,5,Rachel,And Ross.,neutral,0
537,39,6,Monica,Hi!,neutral,1
538,39,7,Rachel,He doesn't speak much English.,neutral,1
539,39,8,Rachel,Look at that!,surprise,0
540,39,9,Ross,"So, um... where did Paolo come from?",neutral,0
541,39,10,Rachel,"Oh... Italy, I think.",neutral,0
542,39,11,Ross,"No, I mean tonight, in the building. Suddenly. Into our lives.",neutral,1
543,39,12,Rachel,"Well, the cat... the cat turned out to be Paolo's cat!",neutral,0
544,39,13,Ross,"That, that is funny... .... and Rachel keeps touching him.",neutral,1
545,39,14,Phoebe,Alright. I looked all over the building and I couldn't find the kitty anywhere.,neutral,0
546,39,15,Rachel,"Oh, I found him. He was Paolo's cat.",neutral,0
547,39,16,Phoebe,Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.,joy,0
548,39,17,Rachel,"Ah, Paolo, this is Phoebe.",neutral,0
549,39,18,Phoebe,You betcha!,joy,1
550,40,0,Rachel,Why?,sadness,0
551,40,1,Monica,Because I don't work at the Szechwan Dragon.,neutral,1
552,40,2,Rachel,"You really, really need to get some sleep, honey.",neutral,0
553,40,3,Monica,I know I do.,neutral,0
554,40,4,Ross,Hi.,neutral,0
555,40,5,Rachel,Hi.,neutral,0
556,40,6,Ross,Guess what?,neutral,0
557,40,7,Ross,They published my paper.,joy,0
558,40,8,Rachel,"Oh, really, let me see, let me see.",joy,0
559,40,9,Phoebe,"Rach, look!  Oh, hi! Where is my strong Ross Skywalker to come rescue me.  There he is.",joy,1
560,41,0,Rachel,What?! You got us evicted!!,anger,0
561,41,1,Monica,I told you not to go down there!,anger,0
562,41,2,Joey,Well he made Rachel cry!,disgust,0
563,41,3,Monica,Rachel always cries!,anger,1
564,41,4,Rachel,That’s not true!,anger,0
565,41,5,Monica,"Now Joey, you go down there and you suck up to him. I mean you suck like you’ve never sucked before!",neutral,1
566,41,6,Joey,"All right! I’ll try! But if I can’t, you can stay with Chandler and I until you get settled.",neutral,0
567,41,7,Rachel,Go!!,anger,0
568,41,8,Joey,"All right, all right, all right.",neutral,0
569,41,9,Joey,"I mean I’ll have to check with him first, but I’ll think he’ll be cool with it.",neutral,1
570,42,0,Chandler,"Well, my apartment isn’t there anymore, because I drank it.",neutral,1
571,42,1,Phoebe,Where’d you get too? We lost you after you opened up all the presents.,neutral,0
572,42,2,Ross,Yeah.,neutral,0
573,42,3,Chandler,"Yeah, I ended up in the storage room, and not alone.",neutral,0
574,42,4,All,Woooo hoooo!!!,joy,0
575,42,5,Chandler,"Ow, no ‘woo-hooing,’ no ‘woo-hooing.’",anger,1
576,42,6,Phoebe,"Why, what happened?",surprise,0
577,42,7,Chandler,"Ah, I fooled around with Joey’s sister.  Well, that’s not the worst part.",sadness,0
578,42,8,Monica,What is the worse part?,neutral,0
579,42,9,Chandler,I can’t remember which sister.,sadness,1
580,42,10,Ross,You see what men do! Don’t tell me men are not nice!  This is men!!,anger,1
581,43,0,Rachel,It’s a trifle.,neutral,0
582,43,1,Rachel,It’s got all of these layers.,neutral,0
583,43,2,Rachel,"First there’s a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch.",neutral,1
584,43,3,Rachel,"[Joey and Ross make impressed faces] Then raspberries, more ladyfingers, then beef saut¨¦ed with peas and onions, [Joey and Ross look like something’s wrong.]",neutral,1
585,43,4,Rachel,"then a little more custard, and then bananas, and then I just put some whipped cream on top!",neutral,0
586,43,5,Ross,It tastes like feet!,disgust,1
587,43,6,Joey,I like it.,joy,1
588,43,7,Ross,Are you kidding?,surprise,0
589,44,0,Host,"Welcome everybody, welcome to Amazing Discoveries!",joy,0
590,44,1,Phoebe,"Oh, oh! It's on again!",joy,0
591,44,2,Joey,"You guys, can we please not watch this all right.",disgust,0
592,44,3,All,Shhhh!,anger,0
593,44,4,Host,"Folks, has this ever happened to you.",neutral,0
594,44,5,Host,"You go to the refrigerator to get a nice glass of milk,  and these darn cartons are so flingin'-flangin' hard to open.",neutral,1
595,44,6,Joey,"Oh, you said it Mike.  Aw! There's got to be a better way!",anger,1
596,44,7,Mike,And there is Kevin.,neutral,0
597,44,8,Joey,Can we please turn this off?,sadness,0
598,44,9,Rachel,"Noo way, Kevin.",joy,1
599,44,10,Mike,There is a revolutionary new product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.,neutral,0
600,44,11,Ross,Are you intrigued?,surprise,0
601,44,12,Chandler,You're flingin'-flangin' right I am!,joy,1
602,44,13,Mike,"Keep in mind, he's never used this product before, you're gonna see how easy this is to do.",neutral,0
603,45,0,Phoebe,"Oh, I thought this was your party and it turns out it’s a party for Howard. He's just the sweetest little man!",surprise,0
604,45,1,Guest #1,"See ya Phoebe! Oh and hey, thanks for chipping in!",joy,0
605,45,2,Ross,You chipped in?!,surprise,0
606,45,3,Phoebe,"Yeah, uh-huh, a 100 dollars.",neutral,1
607,45,4,Ross,Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,surprise,0
608,45,5,Phoebe,"Yeah, but they didn't ask me!",anger,0
609,45,6,Phoebe,Y'know?,neutral,0
610,45,7,Phoebe,"This way I'm just y'know, the exotic, generous stranger.",joy,0
611,45,8,Phoebe,That's always fun to be.,joy,1
612,45,9,Ross,"Yeah, but you're making me look bad!",anger,0
613,45,10,Phoebe,No I'm not.,neutral,0
614,45,11,Phoebe,No!,surprise,0
615,45,12,Phoebe,If anything I'm making you look better!,joy,0
616,45,13,Phoebe,They'll see you talking to me and that's--I'm a hit!,joy,1
617,45,14,Steve,"Oh hey, Pheebs!",joy,0
618,45,15,Phoebe,Hey!,joy,0
619,45,16,Steve,"Oh hey, Ross.",neutral,0
620,45,17,Steve,"Umm, see, I was thinking maybe you two could switch apartments because Phoebe's more our kind of people.",fear,0
621,45,18,Steve,Something to think about.,neutral,0
622,45,19,Phoebe,"Yeah, okay, my bad.",joy,1
623,46,0,Joey,Here. I need to borrow some moisturizer.,neutral,0
624,46,1,Monica,For what?,neutral,0
625,46,2,Joey,Whaddya think? Today's the big day!,joy,1
626,46,3,Monica,"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",disgust,1
627,46,4,Joey,Thank you!,joy,0
628,46,5,Chandler,Where's Joey? His mom's on the phone.,neutral,0
629,46,6,Monica,He's in the bathroom. I don't think you wanna go in there!,anger,0
630,46,7,Chandler,"C'mon, we're roommates!  My eyes!! My eyes!!",disgust,1
631,46,8,Monica,I warned you...,neutral,0
632,46,9,Rachel,Who is being loud?,anger,0
633,46,10,Chandler,"Oh, that would be Monica.",neutral,1
634,46,11,Chandler,"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.",neutral,0
635,46,12,Monica,"Oh, you got the whole night, huh?",surprise,0
636,46,13,Chandler,"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",neutral,0
637,46,14,Rachel,"Ooh, do I sense a little bit of resentment?",surprise,0
638,46,15,Chandler,"No, no resentment, believe me, it's worth it.",neutral,0
639,46,16,Chandler,'Kay?,neutral,0
640,46,17,Chandler,Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,neutral,0
641,46,18,Chandler,"Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",neutral,1
642,46,19,Monica,"Oh, um, Chandler?",neutral,0
643,46,20,Monica,"Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.",neutral,1
644,47,0,Joey,"Hey Monica, it's Joey!",joy,0
645,47,1,Monica,"Hey Joey! Aww, you remembered even though you're a big star!",joy,0
646,47,2,Joey,"Aw, come on! It'll be years before I forget you!",neutral,1
647,47,3,Monica,"Joey, what's it like on a movie set, huh?",neutral,0
648,47,4,Monica,Do you have a dressing room?,neutral,0
649,47,5,Monica,Do you have a chair with your name on it?,neutral,0
650,47,6,Joey,"Uh, well yeah-yeah, I've got all of that going on.",neutral,0
651,47,7,Joey,"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!",neutral,0
652,47,8,Joey,Uh-oh!,fear,0
653,47,9,Joey,"I gotta go Monica, my uh, my sushi's here!",neutral,0
654,47,10,Joey,Sorry about that. Thanks for waitin'.,neutral,1
655,47,11,Joey,"Everybody smile!  Okay, thanks a lot! Enjoy your stay at",joy,1
656,48,0,Rachel,"Wow, this is so cool, you guys. The entire city is blacked out!",surprise,0
657,48,1,Monica,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.",anger,0
658,48,2,Rachel,"Wow, you guys, this is big.",surprise,0
659,48,3,Monica,Pants and a sweater?,anger,0
660,48,4,Monica,"Why, mom?",anger,0
661,48,5,Monica,Who am I gonna meet in a blackout?,anger,0
662,48,6,Monica,Power company guys?,anger,0
663,48,7,Monica,Eligible looters?,anger,1
664,48,8,Monica,Could we talk about this later?,anger,0
665,48,9,Monica,OK.,neutral,0
666,48,10,Phoebe,Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,neutral,0
667,48,11,Phoebe,"Well, I never call",neutral,1
668,49,0,Joey,What ‘cha doing?,neutral,0
669,49,1,Chandler,Having a swim.,neutral,1
670,49,2,Joey,What about the chick?,neutral,0
671,49,3,Chandler,Chicks don’t swim.,neutral,0
672,49,4,Joey,Are you sure?,neutral,0
673,49,5,Chandler,I don’t know. Should we try it?,neutral,1
674,49,6,Joey,Sure.,neutral,0
675,49,7,Chandler,"See, I told you they don’t swim.",neutral,1
676,49,8,Joey,Wait. Give him a minute.,neutral,0
677,49,9,Chandler,"Noo!  Oh, it’s okay, it’s okay, baby, baby, baby.",fear,1
678,50,0,Phoebe,"Me taking care of you is no problem, huh?",neutral,0
679,50,1,Phoebe,You guys feel safe.,neutral,0
680,50,2,Phoebe,Right?,neutral,0
681,50,3,Phoebe,"Okay, I’m gonna take that spit bubble as, ""Yeah, I do!""",neutral,1
682,50,4,Phoebe,"Okay, after I get rid of this dirty diaper Leslie, I’ll set you up with a clean one.",neutral,0
683,50,5,Phoebe,"Okay, I’m sorry.",sadness,0
684,50,6,Phoebe,I didn’t mean to scare you.,sadness,0
685,50,7,Phoebe,I just have to clean that up.,neutral,0
686,50,8,Phoebe,Okay?,neutral,0
687,50,9,Phoebe,"‘Cause let’s face it, we’re at Monica’s.",neutral,1
688,50,10,Phoebe,I broke it.,sadness,0
689,50,11,Phoebe,All right.,neutral,0
690,50,12,Phoebe,"Well, that’s just the way that goes.",neutral,0
691,50,13,Phoebe,"Okay, good.",neutral,0
692,50,14,Phoebe,Why are there only two of you?,fear,1
693,50,15,Phoebe,Where is Leslie?,fear,0
694,50,16,Phoebe,"Well, you can’t answer.",neutral,1
695,50,17,Phoebe,Leslie?,neutral,0
696,50,18,Phoebe,Where are you Leslie?,fear,0
697,50,19,Phoebe,"Leslie, now would be a",sadness,0
698,51,0,Rachel,You said she was bald.,anger,0
699,51,1,Phoebe,"Yeah, she was bald, she’s not now.",neutral,0
700,51,2,Rachel,How could you not tell me that she has hair?,surprise,0
701,51,3,Phoebe,"I don’t know, I hardly ever say that about people.",neutral,1
702,51,4,Rachel,"Ohh, well, this is just perfect!",anger,0
703,51,5,Phoebe,"Well I’m sorry, I thought you said it was okay.",sadness,0
704,51,6,Rachel,"Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has hair got",anger,1
705,51,7,Phoebe,"Well, maybe it won’t work out. Maybe Ross won’t like her personality.",sadness,0
706,51,8,Rachel,"Why, does she have a bad personality?",neutral,0
707,51,9,Phoebe,"Oh no, Bonnie’s the best!",joy,1
708,52,0,Rachel,"Honey, I was wondering....",neutral,0
709,52,1,Ross,Hmm?,neutral,0
710,52,2,Rachel,"Do you still have that, um, Navy uniform?",joy,1
711,52,3,Ross,"Nooo, I had to return it to the costume place.",sadness,0
712,52,4,Rachel,Hmm.,neutral,0
713,52,5,Ross,I think I have an old band uniform from high school.,joy,1
714,52,6,Rachel,"You remember not having sex in high school, right?",sadness,0
715,52,7,Ross,Yeah.,sadness,0
716,52,8,Rachel,"Well honey, what about you?",neutral,0
717,52,9,Ross,What?,neutral,0
718,52,10,Rachel,"I mean do you have any fun, you know, fantasy type things?",neutral,0
719,52,11,Ross,No.,neutral,0
720,52,12,Rachel,Come on you gotta have one!,surprise,0
721,53,0,Lorraine,"You know, ever since I was little, I've been able to pick up quarters with my toes.",joy,0
722,53,1,Joey,"Good for you.  Uh, quarters or rolls of quarters?",joy,1
723,53,2,Janice,"By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.",anger,0
724,53,3,Chandler,That's OK.,neutral,0
725,53,4,Janice,"Oh, are you sure?",surprise,0
726,53,5,Janice,"Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty.",anger,1
727,53,6,Joey,We can't do that.,neutral,0
728,53,7,Chandler,What? What can't you do?,surprise,1
729,54,0,Joey,She really said that?,surprise,0
730,54,1,Ross,"Well, I added the 'exactly like me' part...",neutral,1
731,54,2,Ross,"But she said she's looking for someone, and someone is gonna be there tonight.",neutral,0
732,54,3,Joey,'Tonight' tonight?,surprise,0
733,54,4,Ross,"Well, I think it's perfect.",joy,0
734,54,5,Ross,"Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey...",neutral,1
735,54,6,Chandler,I can't remember the last time I got a girl to take care of my monkey.,sadness,1
736,54,7,Ross,"Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her.",joy,0
737,54,8,Chandler,"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.",disgust,1
738,55,0,Mrs. Bing,"Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?",neutral,0
739,55,1,Chandler,"No, just knowing you're gonna be there is enough.",neutral,1
740,55,2,Mrs. Bing,"Alright, well, be good, I love you.",joy,0
741,55,3,Chandler,You kissed my best Ross! ...Or something to that effect.,anger,1
742,55,4,Mrs. Bing,"O-kay. Look, it, it was stupid.",sadness,0
743,55,5,Chandler,Really stupid.,anger,0
744,55,6,Mrs. Bing,Really stupid.,sadness,0
745,55,7,Mrs. Bing,And I don't even know how it happened.,sadness,0
746,55,8,Mrs. Bing,"I'm sorry, honey, I promise it will never happen again.",sadness,0
747,55,9,Mrs. Bing,Are we okay now?,fear,0
748,55,10,Chandler,Yeah. No. No...,anger,0
749,55,11,Ross,"Ah, the forbidden love of a man and his door.",neutral,1
750,55,12,Joey,"Shh. He did it. He told her off, and not just about the kiss, about everything.",neutral,0
751,55,13,Ross,You're kidding.,surprise,0
752,55,14,Joey,"No, no. He said ""When are you gonna grow up and start being a mom?""",neutral,0
753,56,0,Phoebe,Oh there it is.,neutral,0
754,56,1,Monica,That’s not your regular dry cleaners.,neutral,0
755,56,2,Phoebe,"I know, but that creep that I went on that date with goes to there so I have to find a new one.",disgust,0
756,56,3,Phoebe,"I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store",disgust,0
757,56,4,Monica,What?!,surprise,0
758,56,5,Phoebe,A new grocery store.,neutral,1
759,56,6,Phoebe,The universe said I was going to meet a nice guy and that’s what they gave me?,anger,0
760,56,7,Phoebe,When I get up there I’m going to kick some ass.,anger,1
761,56,8,Monica,"Don’t worry Phoebe, you’re gonna meet someone. If I can meet a great guy, so can you.",neutral,0
762,56,9,Phoebe,"Yeah, we both can. And we both will.",neutral,0
763,56,10,Phoebe,"Oh, you didn’t have to come in with me.",neutral,0
764,56,11,Monica,Are you kidding? This is where they get out stains! Okay? This is like,joy,0
765,56,12,Guy,"Oh, excuse me! I think you dropped s… Wow!",surprise,0
766,56,13,Phoebe,What?,surprise,0
767,56,14,Guy,"I’m sorry, it’s just that you’re so incredibly beautiful.",surprise,0
768,56,15,Phoebe,"Oh yeah well, I’m sorry about that too, but what are you going to do?",neutral,1
769,56,16,Guy,"I hope you don’t think I’m crazy but I feel like I was meant to pick this up, do you believe in that kind of thing?",joy,0
770,56,17,Phoebe,A little.   Now you’re talking.,neutral,1
771,56,18,Guy,Would you like to go out and have a cup of coffee?,neutral,0
772,56,19,Phoebe,I-I-I’d love to. Let me just tell my friend.,joy,0
773,56,20,Monica,"Ooh, an ink stain! Hey, can I watch how you get this out?",joy,1
774,56,21,Phoebe,She must’ve left.,neutral,1
775,57,0,Ross,Monica! Stop throwing it so hard! We're on the same team!,anger,1
776,57,1,Chandler,Four hours? You guys have been doing this for four hours?,surprise,0
777,57,2,Joey,That's right baby.,joy,0
778,57,3,Chandler,"All right, let me in.",neutral,0
779,57,4,Monica,No-no! Don't do it! Don't!,fear,1
780,57,5,Chandler,What?,surprise,0
781,57,6,Monica,He's a dropper!,anger,1
782,57,7,Joey,"Oh yeah, that's right!",anger,0
783,57,8,Chandler,I'm not a dropper!,anger,0
784,57,9,Ross,"It's really a uh-uh three person game, y'know?",neutral,1
785,57,10,Chandler,It's throwing and catching!,anger,0
786,57,11,Ross,All right.,neutral,0
787,57,12,Chandler,Oh! Oh! That's so hard.,surprise,1
788,57,13,Joey,"Whoa-whoa you guys, it's not a cat!",anger,0
789,57,14,Monica,Oh my—Oh good God!,surprise,0
790,57,15,Rachel,"I give up you guys, I don't know what I'm going to do with this thing!",anger,1
791,57,16,Ross,"Baking it didn't help, huh?",neutral,1
792,58,0,Lydia,She's not much of a phone person.,neutral,0
793,58,1,Joey,"Yeah, so, uh, so, uh, what's the deal with this father guy, I mean, if someone was havin' my baby somewhere, I'd wanna know about it, you know?",neutral,0
794,58,2,Lydia,"Hey, Knick fan, am I interested in your views on fatherhood? Uh, no.",anger,0
795,58,3,Joey,"Ok, look, maybe I should just go.",neutral,0
796,58,4,Lydia,Maybe you should.,anger,0
797,58,5,Joey,"Good luck, and uh, take care, huh?",sadness,0
798,58,6,Joey,You know what the Celtics problem is? They let the players run the team.,neutral,1
799,58,7,Lydia,"Oh, that is so not true.",neutral,0
800,58,8,Joey,"Oh, it is.",neutral,0
801,58,9,Lydia,It isn't.,neutral,0
802,58,10,Joey,It is.,neutral,0
803,58,11,Lydia,Isn't!,anger,0
804,59,0,The Instructor,"Okay ladies, that ends today’s class, and let’s remember, let’s be safe out there.",neutral,0
805,59,1,Ross,It’s a great class.,joy,0
806,59,2,The Instructor,Thanks.,neutral,0
807,59,3,Ross,"Yeah, yeah, I was watching.",neutral,0
808,59,4,Ross,"Umm, hey, a couple of questions though.",neutral,0
809,59,5,Ross,"Umm, about that-that-that last move where the woman tripped you and then pinned you to the floor, what-what-what-what would you do next?",fear,0
810,59,6,The Instructor,"Well, she would take her keys and try to jam them",neutral,0
811,59,7,Ross,No. No-no. No. What would,anger,0
812,59,8,The Instructor,Who? Me the attacker?,surprise,1
813,60,0,Dana,"I’m sorry Chandler, y’know you are such a sweet guy and I, I don’t want to hurt you.",sadness,0
814,60,1,Dana,"Oh, I wish there was something I can do to make you feel better.",sadness,0
815,60,2,Chandler,No-no—Really?!,surprise,1
816,60,3,Dana,Of course!,joy,0
